cod_ibge;ano;obitos menores de 1 Ano;obitos menores de 7 dias;obitos de 28 dias a 364 dias;obitos de 7 a 27 dias;nascidos vivos (por local de residência)
3516903;2021;1;0;0;1;96
3517000;2021;5;3;0;2;84
3517109;2021;0;0;0;0;52
3517208;2021;1;1;0;0;118
3517307;2021;2;0;2;0;62
3517406;2021;3;3;0;0;429
3517505;2021;1;1;0;0;252
3517604;2021;2;2;0;0;209
3517703;2021;3;2;0;1;198
3517802;2021;3;2;0;1;70
3517901;2021;1;1;0;0;106
3518008;2021;;;;;17
3518107;2021;0;0;0;0;76
3518206;2021;7;2;3;2;313
3518305;2021;4;3;1;0;405
3518404;2021;18;10;5;3;1.364
3518503;2021;3;3;0;0;127
3518602;2021;4;2;1;1;407
3518701;2021;61;26;18;17;3.793
3518800;2021;226;113;69;44;18.202
3518859;2021;;;;;79
3518909;2021;;;;;52
3519006;2021;1;1;0;0;127
3519055;2021;2;0;2;0;207
3519071;2021;25;13;4;8;2.729
3519105;2021;0;0;0;0;126
3519204;2021;1;0;1;0;53
3519253;2021;1;0;1;0;64
3519303;2021;2;0;2;0;462
3519402;2021;1;0;0;1;126
3519501;2021;1;1;0;0;73
3519600;2021;11;8;1;2;711
3519709;2021;10;4;4;2;1.011
3519808;2021;;;;;74
3519907;2021;2;1;1;0;90
3520004;2021;2;2;0;0;243
3520103;2021;4;0;4;0;288
3520202;2021;1;0;1;0;144
3520301;2021;5;5;0;0;297
3520400;2021;8;3;3;2;450
3520426;2021;1;0;0;1;116
3520442;2021;1;0;1;0;244
3520509;2021;23;8;10;5;3.078
3520608;2021;1;1;0;0;55
3520707;2021;;;;;36
3520806;2021;;;;;36
3520905;2021;4;4;0;0;153
3521002;2021;3;1;1;1;350
3521101;2021;0;0;0;0;86
3521150;2021;0;0;0;0;66
3521200;2021;0;0;0;0;63
3521309;2021;3;2;1;0;184
3521408;2021;1;0;0;1;239
3521507;2021;0;0;0;0;66
3521606;2021;1;0;0;1;59
3521705;2021;2;1;1;0;227
3521804;2021;5;3;0;2;285
3521903;2021;2;0;2;0;194
3522000;2021;;;;;47
3522109;2021;12;6;2;4;1.268
3522158;2021;2;2;0;0;46
3522208;2021;29;15;9;5;2.251
3522307;2021;13;6;3;4;1.883
3522406;2021;20;10;3;7;1.281
3522505;2021;38;15;13;10;3.580
3522604;2021;3;0;3;0;707
3522653;2021;3;0;2;1;61
3522703;2021;4;1;3;0;413
3522802;2021;;;;;149
3522901;2021;1;1;0;0;277
3523008;2021;;;;;33
3523107;2021;64;28;22;14;5.038
3523206;2021;4;2;2;0;558
3523305;2021;2;0;2;0;155
3523404;2021;21;14;4;3;1.326
3523503;2021;4;2;1;1;248
3523602;2021;1;1;0;0;165
3523701;2021;2;2;0;0;88
3523800;2021;;;;;81
3523909;2021;23;10;6;7;2.130
3524006;2021;6;5;0;1;841
3524105;2021;4;2;0;2;387
3524204;2021;2;0;1;1;56
3524303;2021;5;5;0;0;725
3524402;2021;25;9;10;6;2.572
3524501;2021;1;0;0;1;84
3524600;2021;2;1;0;1;226
3524709;2021;4;3;0;1;713
3524808;2021;6;1;4;1;466
3524907;2021;1;0;1;0;69
3525003;2021;17;8;6;3;1.497
3525102;2021;4;3;0;1;529
3525201;2021;5;4;0;1;463
3525300;2021;14;6;5;3;1.373
3525409;2021;;;;;61
3525508;2021;1;0;0;1;126
3525607;2021;1;0;1;0;50
3525706;2021;4;3;1;0;447
3525805;2021;0;0;0;0;61
3525854;2021;;;;;40
3525904;2021;51;26;12;13;5.482
3526001;2021;2;1;0;1;195
3526100;2021;4;2;1;1;220
3526209;2021;3;1;1;1;349
3526308;2021;0;0;0;0;54
3526407;2021;4;4;0;0;328
3526506;2021;1;1;0;0;31
3526605;2021;2;1;1;0;95
3526704;2021;9;6;2;1;1.024
3526803;2021;9;7;1;1;827
3526902;2021;41;15;17;9;3.175
3527009;2021;;;;;87
3527108;2021;12;5;7;0;805
3527207;2021;9;7;1;1;1.083
3527256;2021;1;1;0;0;12
3527306;2021;6;1;2;3;736
3527405;2021;2;1;1;0;180
3527504;2021;2;1;1;0;27
3527603;2021;2;1;1;0;172
3527702;2021;2;0;2;0;72
3527801;2021;1;1;0;0;45
3527900;2021;1;1;0;0;36
3528007;2021;2;2;0;0;209
3528106;2021;2;1;1;0;65
3528205;2021;;;;;36
3528304;2021;;;;;19
3528403;2021;8;3;5;0;629
3528502;2021;10;5;4;1;1.040
3528601;2021;1;1;0;0;109
3528700;2021;1;1;0;0;34
3528809;2021;2;1;0;1;147
3528858;2021;0;0;0;0;32
3528908;2021;;;;;37
3529005;2021;27;13;10;4;2.768
3529104;2021;;;;;14
3529203;2021;3;2;0;1;276
3529302;2021;6;3;1;2;784
3529401;2021;57;30;17;10;4.602
3529500;2021;0;0;0;0;55
3529609;2021;1;1;0;0;37
3529658;2021;;;;;22
3529708;2021;2;2;0;0;214
3529807;2021;;;;;120
3529906;2021;4;2;1;1;281
3530003;2021;2;1;1;0;31
3530102;2021;1;0;1;0;247
3530201;2021;4;2;2;0;167
3530300;2021;5;3;1;1;695
3530409;2021;;;;;63
3530508;2021;6;3;3;0;683
3530607;2021;57;25;21;11;5.628
3530706;2021;13;8;1;4;1.677
3530805;2021;3;0;2;1;929
3530904;2021;1;1;0;0;61
3531001;2021;;;;;16
3531100;2021;14;8;6;0;730
3531209;2021;1;0;1;0;71
3531308;2021;3;1;0;2;447
3531407;2021;0;0;0;0;186
3531506;2021;2;0;1;1;205
3531605;2021;;;;;44
3531704;2021;0;0;0;0;44
3531803;2021;10;6;3;1;901
3531902;2021;2;2;0;0;303
3532009;2021;0;0;0;0;154
3532058;2021;0;0;0;0;40
3532108;2021;0;0;0;0;27
3532157;2021;;;;;30
3532207;2021;2;1;0;1;93
3532306;2021;1;0;1;0;58
3532405;2021;3;2;1;0;229
3532504;2021;1;1;0;0;79
3532603;2021;1;1;0;0;77
3532702;2021;0;0;0;0;59
3532801;2021;;;;;83
3532827;2021;1;1;0;0;118
3532843;2021;0;0;0;0;13
3532868;2021;;;;;5
3532900;2021;0;0;0;0;119
3533007;2021;1;1;0;0;228
3533106;2021;;;;;22
3533205;2021;;;;;48
3533254;2021;;;;;57
3533304;2021;;;;;21
3533403;2021;5;1;2;2;687
3533502;2021;3;2;1;0;404
3533601;2021;1;1;0;0;76
3533700;2021;0;0;0;0;56
3533809;2021;;;;;27
3533908;2021;10;6;2;2;627
3534005;2021;;;;;68
3534104;2021;1;0;0;1;61
3534203;2021;1;0;1;0;73
3534302;2021;8;4;3;1;425
3534401;2021;93;41;29;23;8.685
3534500;2021;0;0;0;0;21
3534609;2021;1;1;0;0;303
3534708;2021;12;8;3;1;1.171
3534757;2021;2;2;0;0;84
3534807;2021;2;1;0;1;99
3534906;2021;3;2;1;0;94
3535002;2021;;;;;129
3535101;2021;1;1;0;0;119
3535200;2021;;;;;79
3535309;2021;2;1;0;1;210
3535408;2021;2;1;1;0;182
3535507;2021;8;4;3;1;476
3535606;2021;2;2;0;0;210
3535705;2021;0;0;0;0;56
3535804;2021;3;1;0;2;271
3535903;2021;;;;;57
3536000;2021;2;0;2;0;103
3536109;2021;1;1;0;0;80
3536208;2021;4;2;1;1;254
3536257;2021;;;;;29
3536307;2021;1;0;1;0;197
3536406;2021;4;1;1;2;112
3536505;2021;12;8;2;2;1.328
3536570;2021;;;;;22
3536604;2021;0;0;0;0;67
3536703;2021;3;0;3;0;530
3536802;2021;;;;;72
3536901;2021;1;0;0;1;26
3537008;2021;0;0;0;0;187
3537107;2021;5;2;3;0;462
3537156;2021;0;0;0;0;20
3537206;2021;1;0;1;0;97
3537305;2021;8;6;2;0;666
3537404;2021;2;2;0;0;261
3537503;2021;2;2;0;0;91
3537602;2021;7;3;2;2;911
3537701;2021;1;0;0;1;52
3537800;2021;7;7;0;0;640
3537909;2021;4;1;3;0;400
3538006;2021;22;12;7;3;2.130
3538105;2021;5;4;0;1;141
3538204;2021;3;2;1;0;151
3538303;2021;;;;;36
3538501;2021;0;0;0;0;118
3538600;2021;1;0;1;0;306
3538709;2021;55;29;10;16;4.681
3538808;2021;4;3;1;0;325
3538907;2021;3;2;0;1;181
3539004;2021;;;;;103
3539103;2021;2;0;1;1;231
3539202;2021;1;1;0;0;273
3539301;2021;5;2;1;2;787
3539400;2021;1;1;0;0;149
3539509;2021;1;0;0;1;438
3539608;2021;1;0;1;0;58
3539707;2021;0;0;0;0;25
3539806;2021;21;13;4;4;1.345
3539905;2021;;;;;63
3540002;2021;3;2;0;1;195
3540101;2021;;;;;22
3540200;2021;2;2;0;0;473
3540259;2021;0;0;0;0;53
3540309;2021;;;;;32
3540408;2021;;;;;32
3540507;2021;2;0;2;0;88
3540606;2021;3;2;1;0;633
3540705;2021;9;4;5;0;571
3540754;2021;2;1;1;0;242
3540804;2021;3;2;1;0;204
3540853;2021;;;;;13
3540903;2021;3;3;0;0;180
3541000;2021;54;21;21;12;4.220
3541059;2021;;;;;68
3541109;2021;1;0;1;0;40
3541208;2021;0;0;0;0;109
3541307;2021;3;2;1;0;440
3541406;2021;30;15;9;6;2.475
3541505;2021;6;2;2;2;330
3541604;2021;1;1;0;0;350
3541653;2021;;;;;45
3541703;2021;4;3;1;0;150
3541802;2021;;;;;64
3541901;2021;0;0;0;0;120
3542008;2021;1;0;1;0;98
3542107;2021;2;2;0;0;120
3542206;2021;3;3;0;0;313
3542305;2021;0;0;0;0;44
3542404;2021;1;1;0;0;188
3542503;2021;;;;;58
3542602;2021;7;6;1;0;777
3542701;2021;0;0;0;0;99
3542800;2021;0;0;0;0;46
3542909;2021;1;1;0;0;119
3543006;2021;5;1;3;1;282
3543105;2021;;;;;52
3543204;2021;;;;;58
3543238;2021;;;;;16
3543253;2021;2;1;0;1;93
3543303;2021;13;5;4;4;1.082
3543402;2021;73;36;20;17;7.750
3543501;2021;1;0;0;1;57
3543600;2021;1;0;1;0;45
3543709;2021;1;1;0;0;112
3543808;2021;1;1;0;0;81
3543907;2021;23;14;6;3;2.265
3544004;2021;3;3;0;0;366
3544103;2021;3;1;2;0;513
3544202;2021;2;1;0;1;123
3544251;2021;2;0;1;1;192
3544301;2021;5;2;3;0;98
3544400;2021;;;;;30
3544509;2021;;;;;30
3544608;2021;1;1;0;0;46
3544707;2021;0;0;0;0;28
3544806;2021;;;;;33
3544905;2021;;;;;106
3545001;2021;1;0;1;0;236
3545100;2021;1;0;1;0;51
3545159;2021;;;;;85
3545209;2021;14;6;7;1;1.620
3545308;2021;2;1;1;0;455
3545407;2021;0;0;0;0;118
3545506;2021;1;0;1;0;42
3545605;2021;2;1;0;1;152
3545704;2021;1;1;0;0;70
3545803;2021;15;7;3;5;1.994
3546009;2021;2;1;1;0;134
3546108;2021;;;;;25
3546207;2021;0;0;0;0;27
3546256;2021;;;;;21
3546306;2021;3;1;2;0;350
3546405;2021;6;1;5;0;559
3546504;2021;2;1;1;0;76
3546603;2021;5;5;0;0;450
3546702;2021;1;0;1;0;308
3546801;2021;7;6;0;1;660
3546900;2021;;;;;73
3547007;2021;;;;;81
3547106;2021;0;0;0;0;33
3547205;2021;;;;;21
3547304;2021;17;8;7;2;2.221
3547403;2021;;;;;22
3547502;2021;3;3;0;0;218
3547601;2021;0;0;0;0;224
3547650;2021;;;;;21
3547700;2021;1;1;0;0;192
3547809;2021;66;35;20;11;7.918
3547908;2021;;;;;91
3548005;2021;3;2;1;0;287
3548054;2021;1;1;0;0;93
3548104;2021;0;0;0;0;60
3548203;2021;0;0;0;0;89
3548302;2021;1;0;0;1;41
3548401;2021;0;0;0;0;43
3548500;2021;38;17;14;7;3.798
3548609;2021;;;;;120
3548708;2021;92;40;34;18;8.646
3548807;2021;10;4;6;0;1.418
3548906;2021;29;16;7;6;2.834
3549003;2021;;;;;20
3549102;2021;2;2;0;0;52
3549201;2021;;;;;13
3549250;2021;;;;;19
3549300;2021;;;;;14
3549409;2021;2;0;1;1;495
3549508;2021;0;0;0;0;86
3549607;2021;;;;;44
3549706;2021;10;8;0;2;532
3549805;2021;28;14;10;4;5.197
3549904;2021;80;42;24;14;8.504
3549953;2021;2;2;0;0;175
3550001;2021;4;4;0;0;107
3550100;2021;5;3;1;1;454
3550209;2021;6;3;2;1;371
3550308;2021;1413;675;449;289;135.665
3550407;2021;2;1;0;1;394
3550506;2021;2;2;0;0;82
3550605;2021;8;5;1;2;866
3550704;2021;13;7;3;3;1.179
3550803;2021;3;3;0;0;93
3550902;2021;1;0;1;0;118
3551009;2021;49;21;14;14;3.948
3551108;2021;2;1;1;0;119
3551207;2021;0;0;0;0;42
3551306;2021;;;;;29
3551405;2021;;;;;106
3551504;2021;2;2;0;0;518
3551603;2021;1;0;0;1;291
3551702;2021;11;9;0;2;1.512
3551801;2021;2;1;0;1;205
3551900;2021;0;0;0;0;185
3552007;2021;1;0;1;0;74
3552106;2021;1;1;0;0;374
3552205;2021;114;59;37;18;8.615
3552304;2021;;;;;90
3552403;2021;21;11;6;4;3.378
3552502;2021;36;15;13;8;4.247
3552551;2021;0;0;0;0;47
3552601;2021;1;0;0;1;100
3552700;2021;1;1;0;0;184
3552809;2021;34;18;5;11;3.521
3552908;2021;1;0;1;0;85
3553005;2021;3;1;1;1;183
3553104;2021;0;0;0;0;70
3553203;2021;;;;;43
3553302;2021;4;3;1;0;253
3553401;2021;2;1;1;0;266
3553500;2021;1;1;0;0;103
3553609;2021;3;1;2;0;103
3553658;2021;1;1;0;0;21
3553708;2021;11;8;1;2;544
3553807;2021;2;0;1;1;281
3553856;2021;4;3;1;0;104
3553906;2021;0;0;0;0;63
3553955;2021;0;0;0;0;171
3554003;2021;20;12;6;2;1.499
3554102;2021;29;17;8;4;3.562
3554201;2021;;;;;57
3554300;2021;3;1;1;1;302
3554409;2021;1;1;0;0;77
3554508;2021;4;2;2;0;439
3554607;2021;;;;;16
3554656;2021;;;;;28
3554706;2021;1;1;0;0;87
3554755;2021;0;0;0;0;22
3554805;2021;4;3;0;1;449
3554904;2021;3;1;1;1;60
3554953;2021;;;;;66
3555000;2021;6;5;1;0;652
3555109;2021;1;0;1;0;124
3555208;2021;0;0;0;0;16
3555307;2021;;;;;15
3555356;2021;1;1;0;0;63
3555406;2021;16;8;4;4;1.294
3555505;2021;1;1;0;0;82
3555604;2021;4;2;1;1;98
3555703;2021;;;;;23
3555802;2021;0;0;0;0;75
3555901;2021;;;;;14
3556008;2021;1;0;1;0;141
3556107;2021;0;0;0;0;157
3556206;2021;11;2;4;5;1.246
3556305;2021;2;1;0;1;253
3556354;2021;2;0;1;1;111
3556404;2021;7;4;0;3;505
3556453;2021;4;1;3;0;752
3556503;2021;11;6;4;1;1.272
3556602;2021;0;0;0;0;82
3556701;2021;4;1;3;0;822
3556800;2021;3;2;1;0;213
3556909;2021;1;0;0;1;112
3556958;2021;0;0;0;0;17
3557006;2021;27;17;7;3;1.521
3557105;2021;7;4;2;1;1.111
3557154;2021;;;;;25
3557204;2021;3;1;2;0;151
3557303;2021;;;;;129
3500000;2020;6;6;0;0;321
3500105;2020;1;1;0;0;392
3500204;2020;;;;;47
3500303;2020;4;3;1;0;393
3500402;2020;;;;;63
3500501;2020;;;;;218
3500550;2020;1;0;1;0;62
3500600;2020;;;;;36
3500709;2020;9;7;1;1;486
3500758;2020;;;;;71
3500808;2020;1;0;0;1;42
3500907;2020;;;;;36
3501004;2020;3;2;1;0;160
3501103;2020;1;0;0;1;37
3501152;2020;3;2;1;0;200
3501202;2020;;;;;34
3501301;2020;3;2;1;0;323
3501400;2020;;;;;34
3501509;2020;;;;;35
3501608;2020;16;8;7;1;2430
3501707;2020;4;3;0;1;413
3501806;2020;;;;;59
3501905;2020;8;4;1;3;766
3502002;2020;;;;;43
3502101;2020;4;3;1;0;626
3502200;2020;6;3;0;3;321
3502309;2020;;;;;67
3502408;2020;;;;;60
3502507;2020;4;3;0;1;373
3502606;2020;1;0;1;0;28
3502705;2020;1;0;1;0;359
3502754;2020;5;4;1;0;343
3502804;2020;26;14;5;7;2196
3502903;2020;1;1;0;0;366
3503000;2020;;;;;68
3503109;2020;;;;;91
3503158;2020;;;;;15
3503208;2020;23;15;6;2;2577
3503307;2020;12;8;3;1;1480
3503356;2020;;;;;24
3503406;2020;2;1;1;0;108
3503505;2020;;;;;38
3503604;2020;1;1;0;0;134
3503703;2020;1;0;0;1;57
3503802;2020;6;3;3;0;603
3503901;2020;22;14;5;3;1339
3503950;2020;;;;;21
3504008;2020;11;5;3;3;1069
3504107;2020;12;6;3;3;1973
3504206;2020;;;;;153
3504305;2020;;;;;71
3504404;2020;1;0;0;1;127
3504503;2020;12;11;1;0;1195
3504602;2020;3;2;0;1;318
3504701;2020;;;;;11
3504800;2020;1;1;0;0;94
3504909;2020;;;;;108
3505005;2020;1;1;0;0;47
3505104;2020;1;0;1;0;65
3505203;2020;2;2;0;0;374
3505302;2020;2;2;0;0;289
3505351;2020;;;;;87
3505401;2020;;;;;89
3505500;2020;19;14;3;2;1423
3505609;2020;4;2;2;0;462
3505708;2020;39;22;12;5;5491
3505807;2020;2;1;0;1;259
3505906;2020;6;4;0;2;721
3506003;2020;50;25;12;13;4365
3506102;2020;7;4;2;1;919
3506201;2020;;;;;35
3506300;2020;1;1;0;0;95
3506359;2020;14;5;5;4;960
3506409;2020;;;;;70
3506508;2020;9;4;3;2;1261
3506607;2020;6;2;3;1;361
3506706;2020;;;;;180
3506805;2020;1;0;1;0;126
3506904;2020;;;;;97
3507001;2020;4;2;0;2;770
3507100;2020;9;5;3;1;346
3507159;2020;1;1;0;0;66
3507209;2020;;;;;17
3507308;2020;;;;;59
3507407;2020;1;1;0;0;144
3507456;2020;1;0;1;0;39
3507506;2020;18;10;5;3;1649
3507605;2020;18;11;4;3;2132
3507704;2020;1;1;0;0;60
3507753;2020;;;;;16
3507803;2020;5;2;2;1;293
3507902;2020;2;0;1;1;278
3508009;2020;2;2;0;0;345
3508108;2020;2;0;2;0;174
3508207;2020;;;;;51
3508306;2020;;;;;44
3508405;2020;6;2;1;3;721
3508504;2020;7;2;3;2;1144
3508603;2020;9;3;3;3;433
3508702;2020;2;1;0;1;220
3508801;2020;3;2;0;1;215
3508900;2020;1;1;0;0;46
3509007;2020;8;6;2;0;1213
3509106;2020;;;;;33
3509205;2020;13;9;2;2;1437
3509254;2020;4;1;2;1;440
3509304;2020;1;1;0;0;100
3509403;2020;4;3;1;0;296
3509452;2020;;;;;81
3509502;2020;105;62;26;17;13645
3509601;2020;7;4;3;0;916
3509700;2020;4;3;1;0;666
3509809;2020;2;2;0;0;63
3509908;2020;3;1;1;1;169
3509957;2020;2;2;0;0;79
3510005;2020;4;1;1;2;339
3510104;2020;1;0;1;0;23
3510153;2020;;;;;87
3510203;2020;4;2;1;1;565
3510302;2020;4;2;2;0;305
3510401;2020;3;3;0;0;685
3510500;2020;19;12;4;3;1764
3510609;2020;51;29;9;13;5694
3510708;2020;1;0;1;0;96
3510807;2020;2;2;0;0;292
3510906;2020;;;;;14
3511003;2020;;;;;197
3511102;2020;13;6;3;4;1286
3511201;2020;;;;;73
3511300;2020;;;;;122
3511409;2020;1;1;0;0;242
3511508;2020;8;3;1;4;466
3511607;2020;3;2;1;0;239
3511706;2020;4;3;0;1;180
3511904;2020;1;0;1;0;85
3512001;2020;1;0;1;0;190
3512100;2020;;;;;71
3512209;2020;7;3;3;1;422
3512308;2020;2;1;0;1;162
3512407;2020;4;1;3;0;309
3512506;2020;1;1;0;0;58
3512605;2020;1;1;0;0;48
3512704;2020;1;0;0;1;62
3512803;2020;1;1;0;0;643
3512902;2020;;;;;62
3513009;2020;24;11;7;6;3892
3513108;2020;2;2;0;0;392
3513207;2020;1;1;0;0;113
3513306;2020;1;0;0;1;22
3513405;2020;6;3;3;0;887
3513504;2020;16;8;4;4;1591
3513603;2020;1;1;0;0;233
3513702;2020;1;1;0;0;354
3513801;2020;51;27;12;12;4778
3513850;2020;;;;;27
3513900;2020;;;;;122
3514007;2020;1;0;1;0;106
3514106;2020;1;0;0;1;300
3514205;2020;;;;;31
3514304;2020;2;0;1;1;73
3514403;2020;3;3;0;0;468
3514502;2020;2;0;1;1;127
3514601;2020;1;0;1;0;112
3514700;2020;2;2;0;0;89
3514809;2020;4;2;1;1;190
3514908;2020;;;;;225
3514924;2020;;;;;22
3514957;2020;;;;;28
3515004;2020;28;12;14;2;3557
3515103;2020;7;4;2;1;861
3515129;2020;1;1;0;0;37
3515152;2020;5;2;1;2;295
3515186;2020;3;1;2;0;424
3515194;2020;;;;;55
3515202;2020;;;;;86
3515301;2020;;;;;30
3515350;2020;1;1;0;0;103
3515400;2020;;;;;189
3515509;2020;4;2;1;1;706
3515608;2020;;;;;53
3515657;2020;;;;;19
3515707;2020;22;7;8;7;2578
3515806;2020;;;;;14
3515905;2020;;;;;23
3516002;2020;3;2;0;1;113
3516101;2020;;;;;31
3516200;2020;45;19;19;7;4407
3516309;2020;35;18;12;5;2686
3516408;2020;14;6;1;7;1957
3516507;2020;;;;;30
3516606;2020;;;;;63
3516705;2020;7;4;1;2;481
3516804;2020;;;;;45
3516853;2020;;;;;70
3516903;2020;1;1;0;0;89
3517000;2020;1;1;0;0;85
3517109;2020;1;0;1;0;50
3517208;2020;1;0;1;0;145
3517307;2020;1;0;1;0;75
3517406;2020;2;2;0;0;427
3517505;2020;2;0;0;2;252
3517604;2020;5;2;3;0;183
3517703;2020;4;2;2;0;199
3517802;2020;2;1;0;1;69
3517901;2020;;;;;114
3518008;2020;;;;;16
3518107;2020;1;0;1;0;60
3518206;2020;5;1;2;2;341
3518305;2020;2;1;1;0;441
3518404;2020;19;8;5;6;1473
3518503;2020;3;1;1;1;138
3518602;2020;5;3;1;1;485
3518701;2020;59;25;23;11;3964
3518800;2020;194;104;41;49;19049
3518859;2020;;;;;86
3518909;2020;1;0;0;1;55
3519006;2020;2;2;0;0;116
3519055;2020;1;1;0;0;204
3519071;2020;26;15;7;4;2831
3519105;2020;1;0;1;0;130
3519204;2020;;;;;54
3519253;2020;1;1;0;0;85
3519303;2020;5;3;2;0;488
3519402;2020;;;;;131
3519501;2020;1;1;0;0;71
3519600;2020;7;4;2;1;724
3519709;2020;13;7;5;1;1018
3519808;2020;1;1;0;0;75
3519907;2020;;;;;75
3520004;2020;3;1;1;1;268
3520103;2020;4;3;1;0;292
3520202;2020;1;0;1;0;154
3520301;2020;3;2;0;1;322
3520400;2020;3;2;0;1;485
3520426;2020;2;1;1;0;145
3520442;2020;3;1;2;0;240
3520509;2020;22;9;8;5;3092
3520608;2020;;;;;60
3520707;2020;;;;;27
3520806;2020;1;0;0;1;36
3520905;2020;2;1;0;1;178
3521002;2020;4;3;0;1;342
3521101;2020;1;1;0;0;82
3521150;2020;;;;;84
3521200;2020;;;;;34
3521309;2020;1;0;1;0;171
3521408;2020;2;1;1;0;263
3521507;2020;1;0;1;0;94
3521606;2020;;;;;55
3521705;2020;5;4;1;0;237
3521804;2020;5;3;2;0;322
3521903;2020;6;4;1;1;185
3522000;2020;1;0;1;0;42
3522109;2020;13;8;4;1;1378
3522158;2020;;;;;36
3522208;2020;39;19;12;8;2367
3522307;2020;24;12;7;5;2077
3522406;2020;15;5;8;2;1329
3522505;2020;34;12;13;9;3701
3522604;2020;6;2;2;2;717
3522653;2020;1;0;1;0;76
3522703;2020;4;2;0;2;427
3522802;2020;;;;;171
3522901;2020;2;0;2;0;187
3523008;2020;;;;;45
3523107;2020;70;36;20;14;5570
3523206;2020;6;4;1;1;573
3523305;2020;2;0;2;0;145
3523404;2020;19;8;5;6;1351
3523503;2020;3;2;0;1;153
3523602;2020;2;1;0;1;155
3523701;2020;1;1;0;0;74
3523800;2020;1;1;0;0;94
3523909;2020;21;9;8;4;2204
3524006;2020;8;3;2;3;831
3524105;2020;3;2;0;1;485
3524204;2020;;;;;59
3524303;2020;6;4;0;2;744
3524402;2020;28;20;5;3;2742
3524501;2020;1;0;1;0;107
3524600;2020;3;3;0;0;235
3524709;2020;9;5;2;2;703
3524808;2020;3;1;2;0;522
3524907;2020;;;;;70
3525003;2020;19;14;2;3;1532
3525102;2020;3;1;1;1;544
3525201;2020;5;2;2;1;422
3525300;2020;16;5;6;5;1456
3525409;2020;1;1;0;0;51
3525508;2020;1;1;0;0;152
3525607;2020;;;;;48
3525706;2020;5;5;0;0;424
3525805;2020;;;;;55
3525854;2020;;;;;35
3525904;2020;45;17;16;12;5790
3526001;2020;2;0;2;0;218
3526100;2020;2;1;1;0;236
3526209;2020;4;2;0;2;426
3526308;2020;1;1;0;0;42
3526407;2020;7;5;0;2;368
3526506;2020;2;2;0;0;41
3526605;2020;;;;;107
3526704;2020;17;9;6;2;1205
3526803;2020;4;2;1;1;791
3526902;2020;42;15;18;9;3332
3527009;2020;1;1;0;0;83
3527108;2020;17;7;5;5;865
3527207;2020;13;7;4;2;1035
3527256;2020;;;;;24
3527306;2020;15;8;2;5;778
3527405;2020;1;1;0;0;191
3527504;2020;;;;;29
3527603;2020;1;0;1;0;156
3527702;2020;;;;;51
3527801;2020;1;1;0;0;49
3527900;2020;;;;;24
3528007;2020;1;0;1;0;211
3528106;2020;1;0;0;1;69
3528205;2020;;;;;37
3528304;2020;;;;;20
3528403;2020;4;3;1;0;657
3528502;2020;10;5;3;2;1077
3528601;2020;;;;;98
3528700;2020;1;1;0;0;40
3528809;2020;1;0;0;1;167
3528858;2020;;;;;35
3528908;2020;;;;;34
3529005;2020;35;19;9;7;2932
3529104;2020;;;;;14
3529203;2020;1;1;0;0;284
3529302;2020;7;1;1;5;854
3529401;2020;50;26;11;13;4935
3529500;2020;;;;;71
3529609;2020;;;;;45
3529658;2020;;;;;19
3529708;2020;;;;;270
3529807;2020;1;0;0;1;127
3529906;2020;;;;;274
3530003;2020;;;;;24
3530102;2020;2;0;2;0;230
3530201;2020;5;3;1;1;155
3530300;2020;5;2;3;0;757
3530409;2020;;;;;47
3530508;2020;2;2;0;0;684
3530607;2020;59;23;23;13;5975
3530706;2020;10;5;1;4;1801
3530805;2020;5;3;0;2;937
3530904;2020;;;;;63
3531001;2020;;;;;15
3531100;2020;9;3;3;3;752
3531209;2020;;;;;55
3531308;2020;5;2;2;1;461
3531407;2020;1;0;1;0;259
3531506;2020;3;3;0;0;202
3531605;2020;;;;;39
3531704;2020;;;;;41
3531803;2020;8;4;1;3;864
3531902;2020;2;2;0;0;350
3532009;2020;2;2;0;0;159
3532058;2020;;;;;42
3532108;2020;;;;;24
3532157;2020;1;1;0;0;37
3532207;2020;1;1;0;0;74
3532306;2020;1;1;0;0;56
3532405;2020;1;1;0;0;201
3532504;2020;;;;;86
3532603;2020;;;;;94
3532702;2020;;;;;60
3532801;2020;;;;;82
3532827;2020;3;2;1;0;126
3532843;2020;;;;;14
3532868;2020;;;;;8
3532900;2020;3;2;1;0;137
3533007;2020;1;1;0;0;241
3533106;2020;1;0;1;0;31
3533205;2020;;;;;52
3533254;2020;;;;;57
3533304;2020;;;;;19
3533403;2020;5;2;3;0;632
3533502;2020;3;2;1;0;425
3533601;2020;;;;;84
3533700;2020;;;;;58
3533809;2020;;;;;20
3533908;2020;5;3;1;1;648
3534005;2020;1;0;0;1;58
3534104;2020;;;;;69
3534203;2020;;;;;74
3534302;2020;5;5;0;0;419
3534401;2020;94;36;33;25;9101
3534500;2020;;;;;15
3534609;2020;7;6;1;0;323
3534708;2020;9;6;2;1;1295
3534757;2020;1;1;0;0;98
3534807;2020;2;0;2;0;98
3534906;2020;1;0;1;0;109
3535002;2020;1;1;0;0;135
3535101;2020;;;;;139
3535200;2020;3;3;0;0;94
3535309;2020;1;1;0;0;219
3535408;2020;;;;;185
3535507;2020;5;3;2;0;520
3535606;2020;1;1;0;0;201
3535705;2020;1;1;0;0;49
3535804;2020;2;2;0;0;268
